1053730;897350;(*)CANNA + PIEDINO;10.000;10.000;10.000;1.721;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053731;898521;(*)CANNA+PIEDINO DX;10.000;10.000;10.000;1.735;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053732;B046353;(*)CANNA+PIEDINO STELO DX FORCELLA;10.000;10.000;10.000;1.700;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053733;898520;(*)CANNA+PIEDINO SX;10.000;10.000;10.000;1.705;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053734;85882500XN6;(*)CAR.INF. DX V.NERO DIAB. SMALTO N/DEC;10.000;10.000;10.000;0.425;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20899;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053735;85882600XN6;(*)CAR.INF.SX V.NERO DIAB.SMALTO N/DEC.;10.000;10.000;10.000;0.430;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20899;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053736;B04444200XN2;(*)CARENA INF DX NERO COMPETITION DEC;10.000;10.000;10.000;0.450;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053737;B04444300XN2;(*)CARENA INF SX NERO COMPETITION DEC;10.000;10.000;10.000;0.450;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053738;85882500XN5;(*)CARENA INF. DX V.NERO APRILIA N/DEC;10.000;10.000;10.000;0.420;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053739;85882600XN5;(*)CARENA INF. SX V.NERO APRILIA N/DEC;10.000;10.000;10.000;0.395;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053740;88424700BM;(*)CARENA LAT DX  VERN;10.000;10.000;10.000;0.751;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053741;89410700XN5;(*)CARENA LAT DX ASS.V.NERO APRILIA;10.000;10.000;10.000;0.640;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053742;88424800BM;(*)CARENA LAT SX  VERN;10.000;10.000;10.000;0.751;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053743;88424800YM2;(*)CARENA LAT SX  VERN;10.000;10.000;10.000;0.900;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053744;88424800YA1;(*)CARENA LAT SX  VERN;10.000;10.000;10.000;0.751;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053745;89736200XN5;(*)CARENA LAT SX ASS.V.NERO APRILIA;10.000;10.000;10.000;0.400;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053746;89410800XN5;(*)CARENA LAT SX ASS.V.NERO APRILIA;10.000;10.000;10.000;0.645;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053747;860013;(*)CATENA 114 MAGLIE;10.000;10.000;10.000;1.750;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053748;JC58300X94000;(*)CAVO GAS 1;10.000;10.000;10.000;0.215;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053749;2B000693000H4;(*)CHIUSURA INF. SCUDO;10.000;10.000;10.000;0.180;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20898;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053750;887488;(*)CHIUSURA INFERIORE SELLA;10.000;10.000;10.000;1.200;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053751;860982;(*)CILINDRO CON PISTONE CPL-GHISA D.63;10.000;10.000;10.000;2.520;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
